alcaldia,colonia,matched_pop,match_type
COYOACAN,El Centinela,1936,exact_key
COYOACAN,El Mirador,2576,exact_key
COYOACAN,El Parque De Coyoacan,1331,spatial_centroid
COYOACAN,El Reloj,3289,exact_key
COYOACAN,El Rosario,494,spatial_centroid
COYOACAN,El Rosedal,1813,spatial_centroid
COYOACAN,Emiliano Zapata,1325,exact_key
COYOACAN,Emiliano Zapata Fraccionamiento Popular,6044,spatial_centroid
COYOACAN,Espartaco,4747,exact_key
COYOACAN,Ex-Ejido De San Francisco Culhuacan,3899,spatial_centroid
COYOACAN,Ex Ejido De  Santa Ursula Coapa,1663,spatial_centroid
COYOACAN,Ex Ejido San Pablo Tepetlapa,3324,spatial_centroid
COYOACAN,Ex Hacienda Coapa,1663,exact_key
COYOACAN,Haciendas De Coyoacan,1788,spatial_centroid
COYOACAN,Hermosillo,1632,exact_key
COYOACAN,Huayamilpas,4905,spatial_centroid
COYOACAN,Insurgentes Cuicuilco,4326,exact_key
COYOACAN,Jardines De Coyoacan,2291,spatial_centroid
COYOACAN,Jardines Del Pedregal De San Angel,1554,spatial_centroid
COYOACAN,Joyas Del Pedregal,2057,spatial_centroid
COYOACAN,La Otra Banda,326,spatial_centroid
COYOACAN,Las Campanas,694,exact_key
COYOACAN,Los Cedros,874,spatial_centroid
COYOACAN,Los Cipreses,1572,exact_key
COYOACAN,Los Girasoles,694,spatial_centroid
COYOACAN,Los Olivos,1141,spatial_centroid
COYOACAN,Los Sauces,716,spatial_centroid
COYOACAN,Nueva Diaz Ordaz,2179,exact_key
COYOACAN,Olimpica,1292,exact_key
COYOACAN,Parque San Andres,5476,exact_key
COYOACAN,Paseos De Taxqueña,7651,fuzzy_94
COYOACAN,Pedregal De Carrasco,1292,spatial_centroid
COYOACAN,Pedregal De Santa Ursula,10236,fuzzy_96
COYOACAN,Pedregal De Santo Domingo,10263,spatial_centroid
COYOACAN,Pedregal De Sn Francisco,2398,spatial_centroid
COYOACAN,Petrolera Taxqueña,1215,exact_key
COYOACAN,Prado Churubusco,10523,exact_key
COYOACAN,Prados De Coyoacan,1465,fuzzy_94
COYOACAN,Presidentes Ejidales 1a Seccion,3413,spatial_centroid
COYOACAN,Presidentes Ejidales 2a Seccion,3090,spatial_centroid
COYOACAN,Pueblo De Los Reyes,17069,spatial_centroid
COYOACAN,Pueblo De Santa Ursula Coapa,12680,fuzzy_94
COYOACAN,Pueblo La Candelaria,9289,spatial_centroid
COYOACAN,Pueblo San Pablo Tepetlapa,6449,spatial_centroid
COYOACAN,Romero De Terreros,1967,exact_key
COYOACAN,San Diego Churubusco,1460,exact_key
COYOACAN,San Francisco Culhuacan Barrio De La Magdalena,11329,spatial_centroid
COYOACAN,San Francisco Culhuacan Barrio De San Francisco,12747,spatial_centroid
COYOACAN,San Francisco Culhuacan Barrio De San Juan,11329,spatial_centroid
COYOACAN,San Francisco Culhuacan Barrio De Santa Ana,12747,spatial_centroid
COYOACAN,San Mateo,3407,spatial_centroid
COYOACAN,Santa Cecilia,2549,spatial_centroid
COYOACAN,Viejo Ejido Santa Ursula Coapa,8349,exact_key
COYOACAN,Villa Coyoacan,2586,exact_key
COYOACAN,Villa Quietud,3021,spatial_centroid
COYOACAN,Xotepingo,1458,exact_key
CUAJIMALPA DE MORELOS,1ro De Mayo,490,fuzzy_95
CUAJIMALPA DE MORELOS,Abdias Garcia Soto,2388,exact_key
CUAJIMALPA DE MORELOS,Adolfo Lopez Mateos,1982,exact_key
CUAJIMALPA DE MORELOS,Agua Bendita,4616,exact_key
CUAJIMALPA DE MORELOS,Ahuatenco,5087,exact_key
CUAJIMALPA DE MORELOS,Amado Nervo,407,exact_key
CUAJIMALPA DE MORELOS,Ampliacion El Yaqui,1683,spatial_centroid
CUAJIMALPA DE MORELOS,Ampliacion Memetla,5153,spatial_centroid
CUAJIMALPA DE MORELOS,Bosques De Las Lomas,14856,exact_key
CUAJIMALPA DE MORELOS,Campestre Palo Alto,3231,spatial_centroid
CUAJIMALPA DE MORELOS,Contadero,8305,spatial_centroid
CUAJIMALPA DE MORELOS,Cooperativa Palo Alto,3231,spatial_centroid
CUAJIMALPA DE MORELOS,Cruz Blanca,2411,exact_key
CUAJIMALPA DE MORELOS,Cuajimalpa,21092,spatial_centroid
CUAJIMALPA DE MORELOS,El Ebano,2626,spatial_centroid
CUAJIMALPA DE MORELOS,El Ébano,2626,spatial_centroid
CUAJIMALPA DE MORELOS,El Molinito,343,exact_key
CUAJIMALPA DE MORELOS,El Molino,1481,exact_key
CUAJIMALPA DE MORELOS,El Tianguillo,1868,exact_key
CUAJIMALPA DE MORELOS,El Yaqui,1683,exact_key
CUAJIMALPA DE MORELOS,Granjas Navidad,9475,spatial_centroid
CUAJIMALPA DE MORELOS,Granjas Palo Alto,3231,spatial_centroid
CUAJIMALPA DE MORELOS,Jesus Del Monte,1806,exact_key
CUAJIMALPA DE MORELOS,La Manzanita,21092,spatial_centroid
CUAJIMALPA DE MORELOS,La Pila,5082,exact_key
CUAJIMALPA DE MORELOS,Las Lajas,2451,exact_key
CUAJIMALPA DE MORELOS,Las Maromas,2451,spatial_centroid
CUAJIMALPA DE MORELOS,Las Tinajas,2255,exact_key
CUAJIMALPA DE MORELOS,La Venta,486,exact_key
CUAJIMALPA DE MORELOS,Locaxco,5153,spatial_centroid
CUAJIMALPA DE MORELOS,Loma Del Padre,4401,exact_key
CUAJIMALPA DE MORELOS,Lomas De Memetla,5153,exact_key
CUAJIMALPA DE MORELOS,Lomas De Sn Pedro,5153,spatial_centroid
CUAJIMALPA DE MORELOS,Lomas De Vista Hermosa,9152,exact_key
CUAJIMALPA DE MORELOS,Manzanastitla,4355,exact_key
CUAJIMALPA DE MORELOS,Memetla,716,exact_key
CUAJIMALPA DE MORELOS,Pueblo San Lorenzo Acopilco,9058,spatial_centroid
CUAJIMALPA DE MORELOS,Pueblo San Mateo Tlaltenango,23623,spatial_centroid
CUAJIMALPA DE MORELOS,Pueblo San Pablo Chimalpa,8790,spatial_centroid
CUAJIMALPA DE MORELOS,San Jose De Los Cedros,6818,fuzzy_95
CUAJIMALPA DE MORELOS,San Lorenzo Acopilco,9058,spatial_centroid
CUAJIMALPA DE MORELOS,San Mateo Tlaltenango,23623,spatial_centroid
CUAJIMALPA DE MORELOS,San Pablo Chimalpa,8790,spatial_centroid
CUAJIMALPA DE MORELOS,San Pedro,21092,spatial_centroid
CUAJIMALPA DE MORELOS,Santa Fe Cuajimalpa,13079,spatial_centroid
CUAJIMALPA DE MORELOS,Tepetongo,3539,exact_key
CUAJIMALPA DE MORELOS,Xalpa,3097,exact_key
CUAJIMALPA DE MORELOS,Zacamulpa,8790,spatial_centroid
CUAJIMALPA DE MORELOS,Zentlapatl,4181,exact_key
CUAUHTEMOC,Algarin,6019,exact_key
CUAUHTEMOC,Ampl. Asturias,5740,spatial_centroid
CUAUHTEMOC,Asturias,4594,exact_key
CUAUHTEMOC,Atlampa,12490,exact_key
CUAUHTEMOC,Buenavista,7710,spatial_centroid
CUAUHTEMOC,Buenos Aires,8002,exact_key
CUAUHTEMOC,Centro,6994,spatial_centroid
CUAUHTEMOC,Condesa,8872,exact_key
CUAUHTEMOC,Cuauhtemoc,11558,exact_key
CUAUHTEMOC,Doctores,13178,spatial_centroid
CUAUHTEMOC,Esperanza,5572,exact_key
CUAUHTEMOC,Ex Hipodromo De Peralvillo,10844,exact_key
CUAUHTEMOC,Felipe Pescador,2739,exact_key
CUAUHTEMOC,Guerrero,8668,spatial_centroid
CUAUHTEMOC,Hipodromo,5574,spatial_centroid
CUAUHTEMOC,Hipodromo Condesa,3293,exact_key
CUAUHTEMOC,Hipódromo Condesa,3293,exact_key
CUAUHTEMOC,Juarez,8542,exact_key
CUAUHTEMOC,Maza,2568,exact_key
CUAUHTEMOC,Morelos,11821,spatial_centroid
CUAUHTEMOC,Nonoalco Tlatelolco,7873,spatial_centroid
CUAUHTEMOC,Obrera,9332,spatial_centroid
CUAUHTEMOC,Paulino Navarro,4939,exact_key
CUAUHTEMOC,Peralvillo,10476,spatial_centroid
CUAUHTEMOC,Roma Norte,7239,spatial_centroid
CUAUHTEMOC,Roma Sur,8054,spatial_centroid
CUAUHTEMOC,San Rafael,15585,spatial_centroid
CUAUHTEMOC,San Simon Tolnahuac,11138,exact_key
CUAUHTEMOC,Santa Maria Insurgentes,1351,exact_key
CUAUHTEMOC,Santa Maria La Ribera,15645,fuzzy_95
CUAUHTEMOC,Tabacalera,3250,exact_key
CUAUHTEMOC,Transito,11146,exact_key
CUAUHTEMOC,Valle Gomez,7229,exact_key
CUAUHTEMOC,Valle Gómez,7229,exact_key
CUAUHTEMOC,Vista Alegre,2982,exact_key
GUSTAVO A. MADERO,15 De Agosto,3707,exact_key
GUSTAVO A. MADERO,25 De Julio,3429,exact_key
GUSTAVO A. MADERO,6 De Junio,2717,exact_key
GUSTAVO A. MADERO,7 De Noviembre,3692,exact_key
GUSTAVO A. MADERO,Acueducto De Guadalupe,10946,spatial_centroid
GUSTAVO A. MADERO,Ahuehuetes,4138,exact_key
GUSTAVO A. MADERO,Ampliacion Arboledas,1617,spatial_centroid
GUSTAVO A. MADERO,Ampliacion Benito Juarez,2961,spatial_centroid
GUSTAVO A. MADERO,Ampliación Benito Juárez,2961,spatial_centroid
GUSTAVO A. MADERO,Ampliacion Casas Aleman,10824,spatial_centroid
GUSTAVO A. MADERO,Ampliacion Castillo Grande,4074,spatial_centroid
GUSTAVO A. MADERO,Ampliacion Chalma De Guadalupe,11894,spatial_centroid
GUSTAVO A. MADERO,Ampliacion Cocoyotes,1438,spatial_centroid
GUSTAVO A. MADERO,Ampliacion Emiliano Zapata,1314,spatial_centroid
GUSTAVO A. MADERO,Ampliacion Gabriel Hernandez,7266,spatial_centroid
GUSTAVO A. MADERO,Ampliacion Guadalupe Proletaria,3772,spatial_centroid
GUSTAVO A. MADERO,Ampliacion Malacates,7326,spatial_centroid
GUSTAVO A. MADERO,Ampliacion Martires De Rio Blanco,1109,spatial_centroid
GUSTAVO A. MADERO,Ampliacion Panamericana,1297,spatial_centroid
GUSTAVO A. MADERO,Ampliacion Progreso Nacional,5587,spatial_centroid
GUSTAVO A. MADERO,Ampliación Progreso Nacional,5587,spatial_centroid
GUSTAVO A. MADERO,Ampliacion Providencia,7094,spatial_centroid
GUSTAVO A. MADERO,Ampliacion San Juan De Aragon,2365,spatial_centroid
GUSTAVO A. MADERO,Aragon Inguaran,2999,exact_key
GUSTAVO A. MADERO,Aragon La Villa,4251,spatial_centroid
GUSTAVO A. MADERO,Aragón La Villa,4251,spatial_centroid
GUSTAVO A. MADERO,Arboledas,7641,spatial_centroid
GUSTAVO A. MADERO,Barrio Candelaria Ticoman,9168,spatial_centroid
GUSTAVO A. MADERO,Barrio Candelaria Ticomán,9168,spatial_centroid
GUSTAVO A. MADERO,Barrio Guadalupe Ticoman,8150,spatial_centroid
GUSTAVO A. MADERO,Barrio La Laguna Ticoman,7881,spatial_centroid
GUSTAVO A. MADERO,Barrio La Purisima Ticoman,6345,spatial_centroid
GUSTAVO A. MADERO,Barrio San Juan Y Guadalupe Ticoman,8150,spatial_centroid
GUSTAVO A. MADERO,Barrio San Rafael Ticoman,1516,spatial_centroid
GUSTAVO A. MADERO,Belisario Dominguez,1237,exact_key
GUSTAVO A. MADERO,Benito Juarez,6141,exact_key
GUSTAVO A. MADERO,Bondojito,4799,exact_key
GUSTAVO A. MADERO,Campestre Aragon,11240,fuzzy_94
GUSTAVO A. MADERO,Capultitlan,3790,exact_key
GUSTAVO A. MADERO,Castillo Chico,4691,exact_key
GUSTAVO A. MADERO,Castillo Grande,4074,exact_key
GUSTAVO A. MADERO,Cerro Del Guerrero,14490,spatial_centroid
GUSTAVO A. MADERO,Cerro Los Gachupines,1195,spatial_centroid
GUSTAVO A. MADERO,Chalma De Guadalupe,11894,fuzzy_95
GUSTAVO A. MADERO,Churubusco Tepeyac,1666,exact_key
GUSTAVO A. MADERO,Cocoyotes,5241,exact_key
GUSTAVO A. MADERO,Compositores Mexicanos,11985,exact_key
GUSTAVO A. MADERO,Constitucion De La Republica,12569,exact_key
GUSTAVO A. MADERO,C T M Aragon,6145,spatial_centroid
GUSTAVO A. MADERO,C T M Atzacoalco,8575,spatial_centroid
GUSTAVO A. MADERO,C T M El Risco,8818,spatial_centroid
GUSTAVO A. MADERO,Cuautepec Barrio Alto,5900,spatial_centroid
GUSTAVO A. MADERO,Cuautepec De Madero,8867,exact_key
GUSTAVO A. MADERO,Cuchilla Del Tesoro,11550,exact_key
GUSTAVO A. MADERO,Cuchilla La Joya,2302,exact_key
GUSTAVO A. MADERO,Defensores De La Republica,4045,exact_key
GUSTAVO A. MADERO,Del Bosque,5698,exact_key
GUSTAVO A. MADERO,Del Carmen,7927,fuzzy_94
GUSTAVO A. MADERO,Del Obrero,4094,exact_key
GUSTAVO A. MADERO,Dinamita,8683,spatial_centroid
GUSTAVO A. MADERO,D M Nacional,7362,fuzzy_95
GUSTAVO A. MADERO,El Arbolillo,1246,exact_key
GUSTAVO A. MADERO,El Coyol,2421,spatial_centroid
GUSTAVO A. MADERO,El Olivo,1905,exact_key
GUSTAVO A. MADERO,El Tepetatal,3119,spatial_centroid
GUSTAVO A. MADERO,Emiliano Zapata,4552,exact_key
GUSTAVO A. MADERO,Estanzuela,3572,exact_key
GUSTAVO A. MADERO,Estrella,8729,exact_key
GUSTAVO A. MADERO,Ex Ejido San Juan De Aragon Sector 32,999,spatial_centroid
GUSTAVO A. MADERO,Ex Ejido San Juan De Aragon Sector 33,3200,spatial_centroid
GUSTAVO A. MADERO,Ex Escuela De Tiro,2021,exact_key
GUSTAVO A. MADERO,Faja De Oro,1726,exact_key
GUSTAVO A. MADERO,Fernando Casas Aleman,1448,exact_key
GUSTAVO A. MADERO,Ferrocarrilera,235,spatial_centroid
GUSTAVO A. MADERO,Forestal,6326,spatial_centroid
GUSTAVO A. MADERO,Forestal I,502,spatial_centroid
GUSTAVO A. MADERO,Forestal Ii,4765,spatial_centroid
GUSTAVO A. MADERO,Gabriel Hernandez,12756,exact_key
GUSTAVO A. MADERO,General Felipe Berriozabal,5297,exact_key
GUSTAVO A. MADERO,Gertrudis Sanchez 1a Seccion,3815,exact_key
GUSTAVO A. MADERO,Gertrudis Sanchez 2a Seccion,7425,exact_key
GUSTAVO A. MADERO,Gertrudis Sanchez 3a Seccion,7894,exact_key
GUSTAVO A. MADERO,Granjas Modernas,2365,spatial_centroid
GUSTAVO A. MADERO,Guadalupe Insurgentes,4128,exact_key
GUSTAVO A. MADERO,Guadalupe Proletaria,7994,exact_key
GUSTAVO A. MADERO,Guadalupe Tepeyac,7723,exact_key
GUSTAVO A. MADERO,Guadalupe Victoria,1348,exact_key
GUSTAVO A. MADERO,Guadalupe Victoria Cuautepec,1348,spatial_centroid
GUSTAVO A. MADERO,Heroe De Nacozari,2341,exact_key
GUSTAVO A. MADERO,Heroes De Cerro Prieto,4391,spatial_centroid
GUSTAVO A. MADERO,Heroes De Chapultepec,1342,exact_key
GUSTAVO A. MADERO,Indeco,2005,spatial_centroid
GUSTAVO A. MADERO,Industrial,8852,spatial_centroid
GUSTAVO A. MADERO,Jorge Negrete,9080,exact_key
GUSTAVO A. MADERO,Juan Gonzalez Romero,7864,exact_key
GUSTAVO A. MADERO,Juan González Romero,7864,exact_key
GUSTAVO A. MADERO,Juventino Rosas,1163,exact_key
GUSTAVO A. MADERO,La Casilda,8206,exact_key
GUSTAVO A. MADERO,La Cruz,2814,spatial_centroid
GUSTAVO A. MADERO,La Esmeralda,1619,spatial_centroid
GUSTAVO A. MADERO,La Joya,6914,exact_key
GUSTAVO A. MADERO,La Joyita,1758,exact_key
GUSTAVO A. MADERO,La Lengueta,3471,spatial_centroid
GUSTAVO A. MADERO,La Malinche,4344,exact_key
GUSTAVO A. MADERO,La Pastora,10058,exact_key
GUSTAVO A. MADERO,La Pradera,8894,exact_key
GUSTAVO A. MADERO,Li Legislatura,608,spatial_centroid
GUSTAVO A. MADERO,Lindavista Norte,9396,spatial_centroid
GUSTAVO A. MADERO,Lindavista Sur,9379,spatial_centroid
GUSTAVO A. MADERO,Lindavista Vallejo 1a Seccion,9619,spatial_centroid
GUSTAVO A. MADERO,Lindavista Vallejo 2a Seccion,9619,spatial_centroid
GUSTAVO A. MADERO,Lindavista Vallejo 3a Seccion,9619,spatial_centroid
GUSTAVO A. MADERO,Loma La Palma,4418,spatial_centroid
GUSTAVO A. MADERO,Lomas De Cuautepec,10763,exact_key
GUSTAVO A. MADERO,Luis Donaldo Colosio,5878,exact_key
GUSTAVO A. MADERO,Magdalena De Las Salinas,3303,exact_key
GUSTAVO A. MADERO,Malacates,6933,exact_key
GUSTAVO A. MADERO,Martin Carrera,9724,fuzzy_93
GUSTAVO A. MADERO,Martires De Rio Blanco,5430,exact_key
GUSTAVO A. MADERO,Maximino Avila Camacho,2030,exact_key
GUSTAVO A. MADERO,Montevideo,9379,spatial_centroid
GUSTAVO A. MADERO,Narciso Bassols,4719,spatial_centroid
GUSTAVO A. MADERO,Nueva Atzacoalco,10391,fuzzy_94
GUSTAVO A. MADERO,Nueva Industrial Vallejo,9396,spatial_centroid
GUSTAVO A. MADERO,Nueva Tenochtitlan,8005,exact_key
GUSTAVO A. MADERO,Nueva Vallejo,3536,exact_key
GUSTAVO A. MADERO,Palmatitla,11362,exact_key
GUSTAVO A. MADERO,Panamericana,5665,exact_key
GUSTAVO A. MADERO,Parque Metropolitano,3344,exact_key
GUSTAVO A. MADERO,Planetario Lindavista,677,exact_key
GUSTAVO A. MADERO,Pradera 2a Seccion,1998,spatial_centroid
GUSTAVO A. MADERO,Prados De Cuautepec,541,exact_key
GUSTAVO A. MADERO,Progreso Nacional,6229,fuzzy_94
GUSTAVO A. MADERO,Providencia,8586,spatial_centroid
GUSTAVO A. MADERO,Pueblo De Santiago Atzacoalco,5401,spatial_centroid
GUSTAVO A. MADERO,Pueblo San Juan De Aragon,12316,spatial_centroid
GUSTAVO A. MADERO,Residencial Acueducto De Guadalupe,5682,spatial_centroid
GUSTAVO A. MADERO,Residencial La Escalera,2156,spatial_centroid
GUSTAVO A. MADERO,Residencial Zacatenco,4794,exact_key
GUSTAVO A. MADERO,Rosas Del Tepeyac,1195,exact_key
GUSTAVO A. MADERO,Salvador Diaz Miron,7775,exact_key
GUSTAVO A. MADERO,San Antonio,553,exact_key
GUSTAVO A. MADERO,San Bartolo Atepehuacan,6887,spatial_centroid
GUSTAVO A. MADERO,San Felipe De Jesus,11275,fuzzy_95
GUSTAVO A. MADERO,San Felipe De Jesús,11275,fuzzy_95
GUSTAVO A. MADERO,San Jose De La Escalera,4038,exact_key
GUSTAVO A. MADERO,San José De La Escalera,4038,exact_key
GUSTAVO A. MADERO,San Jose Ticoman,3300,exact_key
GUSTAVO A. MADERO,San Juan De Aragon,6201,spatial_centroid
GUSTAVO A. MADERO,San Juan De Aragon Iii Seccion,5363,spatial_centroid
GUSTAVO A. MADERO,San Juan De Aragon Ii Seccion,7336,spatial_centroid
GUSTAVO A. MADERO,San Juan De Aragon I Seccion,8202,spatial_centroid
GUSTAVO A. MADERO,San Juan De Aragón I Sección,8202,spatial_centroid
GUSTAVO A. MADERO,San Juan De Aragon Iv Seccion,7057,spatial_centroid
GUSTAVO A. MADERO,San Juan De Aragón Iv Sección,7057,spatial_centroid
GUSTAVO A. MADERO,San Juan De Aragon Vii Seccion,6052,spatial_centroid
GUSTAVO A. MADERO,San Juan De Aragon Vi Seccion,4345,spatial_centroid
GUSTAVO A. MADERO,San Juan De Aragon V Seccion,1535,spatial_centroid
GUSTAVO A. MADERO,San Juan Y Guadalupe Ticomán,8150,spatial_centroid
GUSTAVO A. MADERO,San Miguel,1063,spatial_centroid
GUSTAVO A. MADERO,San Pedro El Chico,4913,exact_key
GUSTAVO A. MADERO,San Pedro Zacatenco,9019,spatial_centroid
GUSTAVO A. MADERO,San Rafael Ticomán,1516,spatial_centroid
GUSTAVO A. MADERO,Santa Isabel Tola,14490,spatial_centroid
GUSTAVO A. MADERO,Santa Maria Ticoman,7881,spatial_centroid
GUSTAVO A. MADERO,Santa Rosa,8097,exact_key
GUSTAVO A. MADERO,Santiago Atepetlac,4085,exact_key
GUSTAVO A. MADERO,Siete Maravillas,1600,exact_key
GUSTAVO A. MADERO,Solidaridad Nacional,2091,exact_key
GUSTAVO A. MADERO,Tablas De San Agustin,4848,exact_key
GUSTAVO A. MADERO,Tepetates,1195,spatial_centroid
GUSTAVO A. MADERO,Tepeyac Insurgentes,7706,exact_key
GUSTAVO A. MADERO,Tlacaelel,4418,exact_key
GUSTAVO A. MADERO,Tlacamaca,1620,exact_key
GUSTAVO A. MADERO,Tlalpexco,12805,exact_key
GUSTAVO A. MADERO,Torres Lindavista,3489,spatial_centroid
GUSTAVO A. MADERO,Tres Estrellas,4541,exact_key
GUSTAVO A. MADERO,Triunfo De La Republica,2860,exact_key
GUSTAVO A. MADERO,U.habit. Cuchilla Del Tesoro,11550,spatial_centroid
GUSTAVO A. MADERO,Valle Del Tepeyac,2156,exact_key
GUSTAVO A. MADERO,Valle De Madero,4032,exact_key
GUSTAVO A. MADERO,Vallejo,9194,spatial_centroid
GUSTAVO A. MADERO,Vallejo Poniente,2238,exact_key
GUSTAVO A. MADERO,Vasco De Quiroga,9456,exact_key
GUSTAVO A. MADERO,Villa De Aragon,763,exact_key
GUSTAVO A. MADERO,Villa De Aragón,763,exact_key
GUSTAVO A. MADERO,Villa Gustavo A Madero,3860,exact_key
GUSTAVO A. MADERO,Villa Gustavo A. Madero,3860,exact_key
GUSTAVO A. MADERO,Villa Hermosa,2045,exact_key
GUSTAVO A. MADERO,Vista Hermosa,2141,exact_key
GUSTAVO A. MADERO,Zona Escolar,6814,spatial_centroid
GUSTAVO A. MADERO,Zona Escolar Oriente,3001,exact_key
IZTACALCO,Agricola Oriental,16453,fuzzy_94
IZTACALCO,Agrícola Oriental,16453,fuzzy_94
IZTACALCO,Agricola Pantitlan,17952,spatial_centroid
IZTACALCO,Agrícola Pantitlan,17952,spatial_centroid
IZTACALCO,Ampliacion Gabriel Ramos Millan,8844,spatial_centroid
IZTACALCO,Barrio La Asuncion,2605,spatial_centroid
IZTACALCO,Barrio Los Reyes,7268,spatial_centroid
IZTACALCO,Barrio San Francisco Xicaltongo,3050,spatial_centroid
IZTACALCO,Barrio San Miguel,6291,spatial_centroid
IZTACALCO,Barrio San Pedro,5200,spatial_centroid
IZTACALCO,Barrio Santa Cruz,1955,spatial_centroid
IZTACALCO,Barrio Santiago Norte,4306,spatial_centroid
IZTACALCO,Barrio Santiago Sur,7787,spatial_centroid
IZTACALCO,Barrio Zapotla,3617,spatial_centroid
IZTACALCO,Campamento 2 De Octubre,11350,fuzzy_95
IZTACALCO,Carlos Zapata Vela,9472,exact_key
IZTACALCO,Cuchilla Agricola Oriental,2473,exact_key
IZTACALCO,El Rodeo,5841,exact_key
IZTACALCO,Ex-Ejido La Magdalena Mixhuca,1631,spatial_centroid
IZTACALCO,Fraccionamiento Coyuya,1955,spatial_centroid
IZTACALCO,Gabriel Ramos Millan,7415,exact_key
IZTACALCO,Gabriel Ramos Millán,7415,exact_key
IZTACALCO,Gabriel Ramos Millan Seccion Bramadero,7995,spatial_centroid
IZTACALCO,Gabriel Ramos Millán Sección Bramadero,7995,spatial_centroid
IZTACALCO,Gabriel Ramos Millan Seccion Cuchilla,5245,spatial_centroid
IZTACALCO,Gabriel Ramos Millan Secc Tlacotal,7909,spatial_centroid
IZTACALCO,Granjas Mexico,9859,fuzzy_93
IZTACALCO,Granjas México,9859,fuzzy_93
IZTACALCO,Infonavit Iztacalco,8353,spatial_centroid
IZTACALCO,Inpi Picos,2675,exact_key
IZTACALCO,Jardines Tecma,1783,exact_key
IZTACALCO,Juventino Rosas,7715,fuzzy_93
IZTACALCO,La Cruz,3952,exact_key
IZTACALCO,Los Picos De Iztacalco Seccion 1 A,2032,spatial_centroid
IZTACALCO,Los Picos De Iztacalco Seccion 1 B,1593,spatial_centroid
IZTACALCO,Los Picos De Iztacalco Seccion 2 A,2126,spatial_centroid
IZTACALCO,Militar Marte,6926,exact_key
IZTACALCO,Nueva Santa Anita,2465,fuzzy_93
IZTACALCO,Reforma Iztaccihuatl Norte,5687,exact_key
IZTACALCO,Reforma Iztaccihuatl Sur,3376,exact_key
IZTACALCO,Santa Anita,11136,exact_key
IZTACALCO,Tlazintla,2680,exact_key
IZTACALCO,Viaducto Piedad,10649,exact_key
IZTAPALAPA,12 De Diciembre,3254,exact_key
IZTAPALAPA,Albarrada,9544,spatial_centroid
IZTAPALAPA,Alvaro Obregon,4005,exact_key
IZTAPALAPA,Ampliacion Bellavista,4374,spatial_centroid
IZTAPALAPA,Ampliacion El Santuario,4252,spatial_centroid
IZTAPALAPA,Ampliacion El Triunfo,5770,spatial_centroid
IZTAPALAPA,Ampliacion Emiliano Zapata,9872,spatial_centroid
IZTAPALAPA,Ampliación Emiliano Zapata,9872,spatial_centroid
IZTAPALAPA,Ampliacion Los Reyes,7523,spatial_centroid
IZTAPALAPA,Ampliacion Paraje San Juan,3558,spatial_centroid
IZTAPALAPA,Ampliacion Ricardo Flores Magon,2748,spatial_centroid
IZTAPALAPA,Ampliacion San Miguel,8945,spatial_centroid
IZTAPALAPA,Ampliacion Santa Maria Aztahuacan,14214,spatial_centroid
IZTAPALAPA,Ampliacion Sinatel,2678,spatial_centroid
IZTAPALAPA,Ampliacion Veracruzana,1220,spatial_centroid
IZTAPALAPA,Año De Juarez,3188,exact_key
IZTAPALAPA,Apatlaco,9388,exact_key
IZTAPALAPA,Banjidal,3284,exact_key
IZTAPALAPA,Barranca De Guadalupe,1018,fuzzy_97
IZTAPALAPA,Barrio Guadalupe,2302,spatial_centroid
IZTAPALAPA,Barrio La Asuncion,4719,spatial_centroid
IZTAPALAPA,Barrio San Antonio,14710,spatial_centroid
IZTAPALAPA,Barrio San Antonio Culhuacan,6414,spatial_centroid
