alcaldia,colonia,matched_pop,match_type
TLAHUAC,La Conchita,6511,spatial_centroid
TLAHUAC,La Conchita Zapotitlan,19875,spatial_centroid
TLAHUAC,La Conchita Zapotitlán,19875,spatial_centroid
TLAHUAC,La Draga,7148,exact_key
TLAHUAC,La Estacion,10069,exact_key
TLAHUAC,La Estación,10069,exact_key
TLAHUAC,La Guadalupe,1533,spatial_centroid
TLAHUAC,La Habana,4963,exact_key
TLAHUAC,La Lupita,10094,spatial_centroid
TLAHUAC,La Meza,1465,spatial_centroid
TLAHUAC,La Nopalera,6441,exact_key
TLAHUAC,Las Arboledas,11661,exact_key
TLAHUAC,La Turba,2141,exact_key
TLAHUAC,Lopez Portillo Del Pueblo San Francisco Tlaltenco,4714,spatial_centroid
TLAHUAC,Los Olivos,8943,exact_key
TLAHUAC,Los Reyes,16265,spatial_centroid
TLAHUAC,Miguel Hidalgo,10472,exact_key
TLAHUAC,Ojo De Agua,3128,exact_key
TLAHUAC,Peña Alta,6511,exact_key
TLAHUAC,Potrero Del Llano,2796,spatial_centroid
TLAHUAC,Pueblo San Francisco Tlaltenco,17494,spatial_centroid
TLAHUAC,Pueblo San Nicolas Tetelco,4565,spatial_centroid
TLAHUAC,Pueblo Santa Catarina Yecahuizotl,1533,spatial_centroid
TLAHUAC,Pueblo Tulyehualco,1712,spatial_centroid
TLAHUAC,Quiahuatla,4432,exact_key
TLAHUAC,San Agustin,16265,spatial_centroid
TLAHUAC,San Andrés,18336,spatial_centroid
TLAHUAC,San Francisco Tlaltenco,17494,spatial_centroid
TLAHUAC,San Isidro,22570,spatial_centroid
TLAHUAC,San Jose Tlahuac Del Pueblo San Pedro Tlahuac,8333,spatial_centroid
TLAHUAC,San Juan,18336,spatial_centroid
TLAHUAC,San Miguel,16265,spatial_centroid
TLAHUAC,San Nicolás Tetelco,4565,spatial_centroid
TLAHUAC,San Sebastian Del Pueblo San Pedro Tlahuac,22570,spatial_centroid
TLAHUAC,Santa Ana,18336,spatial_centroid
TLAHUAC,Santa Ana Sur,11454,spatial_centroid
TLAHUAC,Santa Cecilia,6122,exact_key
TLAHUAC,Santiago,6848,spatial_centroid
TLAHUAC,Santiago Sur,19875,spatial_centroid
TLAHUAC,Selene,8585,spatial_centroid
TLAHUAC,Selene Del Pueblo San Francisco Tlaltenco,9055,spatial_centroid
TLAHUAC,Tempiluli,3699,exact_key
TLAHUAC,Teozoma,1533,exact_key
TLAHUAC,Tepantitlamilco,393,exact_key
TLAHUAC,Tierra Blanca,3466,exact_key
TLAHUAC,Villa Centroamericana,6670,spatial_centroid
TLAHUAC,Zacatenco,17494,spatial_centroid
TLAHUAC,Zapotitla,13549,spatial_centroid
TLALPAN,2 De Octubre,5780,exact_key
TLALPAN,Ampliacion Fuentes Del Pedregal,4344,spatial_centroid
TLALPAN,Ampliacion Isidro Fabela,6064,spatial_centroid
TLALPAN,A M S A,695,spatial_centroid
TLALPAN,Arboledas  Del Sur,5590,exact_key
TLALPAN,Arenal De Guadalupe,2565,spatial_centroid
TLALPAN,Arenal Tepepan,730,spatial_centroid
TLALPAN,Barrio De Caramaguey,14008,spatial_centroid
TLALPAN,Barrio Del Niño Jesus,1644,spatial_centroid
TLALPAN,Barrio El Capulin,14008,spatial_centroid
TLALPAN,Barrio El Truenito,7638,spatial_centroid
TLALPAN,Barrio La Fama,1412,spatial_centroid
TLALPAN,Barrio La Lonja,2841,exact_key
TLALPAN,Barrio San Fernando,1084,spatial_centroid
TLALPAN,Belisario Dominguez,875,exact_key
TLALPAN,Belisario Dominguez Seccion Xvi,1279,spatial_centroid
TLALPAN,Belvedere Ajusco,3858,spatial_centroid
TLALPAN,Bosques Del Pedregal,5916,exact_key
TLALPAN,Bosques De Tepeximilpa,2515,exact_key
TLALPAN,Cantera Puente De Piedra,4820,exact_key
TLALPAN,Chichicaspatl,2676,exact_key
TLALPAN,Chimalli,894,fuzzy_93
TLALPAN,Chimilli,1909,exact_key
TLALPAN,Club De Golf Mexico,2846,spatial_centroid
TLALPAN,Colinas Del Ajusco,8217,spatial_centroid
TLALPAN,Colinas Del Bosque,3000,spatial_centroid
TLALPAN,Comuneros De Santa Ursula,4820,spatial_centroid
TLALPAN,Cruz Del Farol,4622,exact_key
TLALPAN,Cuchilla De Padierna,3404,exact_key
TLALPAN,Cultura Maya,3875,exact_key
TLALPAN,Cumbres De Tepetongo,1865,spatial_centroid
TLALPAN,Diamante,1251,exact_key
TLALPAN,Divisadero,603,spatial_centroid
TLALPAN,Dolores Tlali,1044,exact_key
TLALPAN,Ejidos De San Pedro Martir,6646,spatial_centroid
TLALPAN,El Cantil,15394,spatial_centroid
TLALPAN,El Charco,16811,spatial_centroid
TLALPAN,El Fresno,432,spatial_centroid
TLALPAN,El Mirador 1a Seccion,1976,spatial_centroid
TLALPAN,El Mirador 1a Sección,1976,spatial_centroid
TLALPAN,El Mirador 2a Seccion,2316,spatial_centroid
TLALPAN,El Mirador 2a Sección,2316,spatial_centroid
TLALPAN,El Mirador 3a Seccion,2316,spatial_centroid
TLALPAN,El Mirador 3a Sección,2316,spatial_centroid
TLALPAN,Ex Hacienda Coapa,1199,spatial_centroid
TLALPAN,Ex Hacienda San Juan De Dios,4508,exact_key
TLALPAN,Floresta Coyoacan,3186,spatial_centroid
TLALPAN,Fuentes Brotantes,6663,spatial_centroid
TLALPAN,Fuentes Del Pedregal,4344,exact_key
TLALPAN,Fuentes De Tepepan,6085,spatial_centroid
TLALPAN,Granjas Coapa,4843,exact_key
TLALPAN,Guadalupe,2240,spatial_centroid
TLALPAN,Hacienda San Juan,2565,spatial_centroid
TLALPAN,Heroes De 1910,1000,exact_key
TLALPAN,Héroes De 1910,1000,exact_key
TLALPAN,Heroes De Padierna,8217,fuzzy_94
TLALPAN,Heroico Colegio Militar,5147,spatial_centroid
TLALPAN,Isidro Fabela,6610,spatial_centroid
TLALPAN,Jardines Del Ajusco,4091,exact_key
TLALPAN,Jardines En La Montaña,4418,exact_key
TLALPAN,Juventud Unida,982,exact_key
TLALPAN,La Joya,2375,exact_key
TLALPAN,La Magdalena Petlacalco,8397,spatial_centroid
TLALPAN,La Palma,2614,exact_key
TLALPAN,Las Tortolas,4501,spatial_centroid
TLALPAN,Lomas De Cuilotepec,1975,exact_key
TLALPAN,Lomas Del Pedregal,957,exact_key
TLALPAN,Lomas Del Pedregal Framboyanes,7895,spatial_centroid
TLALPAN,Lomas De Padierna,10328,fuzzy_94
TLALPAN,Lomas De Padierna Sur,6110,spatial_centroid
TLALPAN,Lomas Hidalgo,2364,exact_key
TLALPAN,Los Encinos,2266,exact_key
TLALPAN,Los Volcanes,4562,exact_key
TLALPAN,Magisterial,2062,spatial_centroid
TLALPAN,Magisterial Coapa,4843,spatial_centroid
TLALPAN,Maria Esther Zuno De Echeverria,27347,spatial_centroid
TLALPAN,María Esther Zuno De Echeverría,27347,spatial_centroid
TLALPAN,Mesa De Los Hornos,10476,spatial_centroid
TLALPAN,Miguel Hidalgo,14008,exact_key
TLALPAN,Miguel Hidalgo 1a Seccion,16800,spatial_centroid
TLALPAN,Miguel Hidalgo 2a Seccion,16800,spatial_centroid
TLALPAN,Miguel Hidalgo 2a Sección,16800,spatial_centroid
TLALPAN,Miguel Hidalgo 3a Seccion,17283,spatial_centroid
TLALPAN,Miguel Hidalgo 3a Sección,17283,spatial_centroid
TLALPAN,Miguel Hidalgo 4a Seccion,8756,spatial_centroid
TLALPAN,Miguel Hidalgo 4a Sección,8756,spatial_centroid
TLALPAN,Mirador Del Valle,2130,exact_key
TLALPAN,Mirador I,1871,exact_key
TLALPAN,Mirador Ii,4477,exact_key
TLALPAN,Movimiento Organizado De Tlalpan,984,spatial_centroid
TLALPAN,Narciso Mendoza,2980,spatial_centroid
TLALPAN,Nueva Oriental Coapa,3524,spatial_centroid
TLALPAN,Nuevo Renacimiento De Axalco,1097,exact_key
TLALPAN,Paraje 38,3034,exact_key
TLALPAN,Parque Del Pedregal,1916,fuzzy_97
TLALPAN,Parque Nacional Bosque Del Pedregal,795,spatial_centroid
TLALPAN,Parres El Guarda,3403,spatial_centroid
TLALPAN,Pedregal De Las Aguilas,1991,exact_key
TLALPAN,Pedregal De San Nicolas 1a Seccion,12130,fuzzy_93
TLALPAN,Pedregal De San Nicolas 2a Seccion,8117,fuzzy_93
TLALPAN,Pedregal De San Nicolas 3a Seccion,10553,fuzzy_93
TLALPAN,Pedregal De San Nicolás 3a Sección,10553,fuzzy_93
TLALPAN,Pedregal De San Nicolas 4a Seccion,10702,fuzzy_93
TLALPAN,Pedregal De San Nicolás 4a Sección,10702,fuzzy_93
TLALPAN,Pedregal De San Nicolas 5a Seccion,10702,spatial_centroid
TLALPAN,Pedregal De Santa Ursula Xitla,5599,fuzzy_96
TLALPAN,Peña Pobre,1084,spatial_centroid
TLALPAN,Plan De Ayala,1386,exact_key
TLALPAN,Popular Santa Teresa,7895,fuzzy_94
TLALPAN,Prado Coapa 1a Seccion,1868,fuzzy_95
TLALPAN,Prado Coapa 2a Seccion,1868,exact_key
TLALPAN,Prado Coapa 3a Seccion,1868,fuzzy_95
TLALPAN,Primavera,2768,spatial_centroid
TLALPAN,Pueblo Chimalcoyotl,4633,spatial_centroid
TLALPAN,Pueblo Jardines De San Juan,5960,spatial_centroid
TLALPAN,Pueblo La Magdalena Petlacalco,8397,spatial_centroid
TLALPAN,Pueblo Ocotla,28008,spatial_centroid
TLALPAN,Pueblo Parres El Guarda,3403,spatial_centroid
TLALPAN,Pueblo San Andres Totoltepec,27347,spatial_centroid
TLALPAN,Pueblo San Lorenzo Huipulco,6935,spatial_centroid
TLALPAN,Pueblo San Miguel Ajusco,16811,spatial_centroid
TLALPAN,Pueblo San Miguel Topilejo,28008,spatial_centroid
TLALPAN,Pueblo San Miguel Xicalco,15394,spatial_centroid
TLALPAN,Pueblo San Pedro Martir,14088,spatial_centroid
TLALPAN,Pueblo Santa Ursula Xitla,10248,spatial_centroid
TLALPAN,Pueblo Santo Tomas Ajusco,17779,spatial_centroid
TLALPAN,Rancho Los Colorines,571,spatial_centroid
TLALPAN,Residencial Acoxpa,3524,spatial_centroid
TLALPAN,Residencial Miramontes,1344,spatial_centroid
TLALPAN,Residencial Villa Coapa,2163,spatial_centroid
TLALPAN,Rinconada Coapa 1a Seccion,2062,spatial_centroid
TLALPAN,Rinconada Coapa 2a Seccion,4843,spatial_centroid
TLALPAN,Rinconada El Mirador,984,spatial_centroid
TLALPAN,Rinconada Las Hadas,1645,spatial_centroid
TLALPAN,Rincon Del Pedregal,4344,spatial_centroid
TLALPAN,Roca De Cristal,435,exact_key
TLALPAN,Romulo Sanchez Mireles,1084,spatial_centroid
TLALPAN,San Andrés Totoltepec,27347,spatial_centroid
TLALPAN,San Bartolo El Chico,1790,exact_key
TLALPAN,San Buenaventura,2846,spatial_centroid
TLALPAN,San Juan Tepeximilpa,2220,fuzzy_97
TLALPAN,San Miguel Ajusco,16811,spatial_centroid
TLALPAN,San Miguel Topilejo,28008,spatial_centroid
TLALPAN,San Miguel Xicalco,15394,spatial_centroid
TLALPAN,San Pedro Apostol,6064,spatial_centroid
TLALPAN,San Pedro Mártir,14088,spatial_centroid
TLALPAN,Santisima Trinidad,1507,exact_key
TLALPAN,Santísima Trinidad,1507,exact_key
TLALPAN,Santo Tomas Ajusco,17779,spatial_centroid
TLALPAN,Tecorral,1605,exact_key
TLALPAN,Tenorios,3159,spatial_centroid
TLALPAN,Texcaltenco,10476,spatial_centroid
TLALPAN,Tlalcoligia,7638,exact_key
TLALPAN,Tlalmille,3060,exact_key
TLALPAN,Tlalpan,9042,spatial_centroid
TLALPAN,Tlalpan Centro,9042,exact_key
TLALPAN,Tlalpuente,2062,spatial_centroid
TLALPAN,Tlaxcaltenco La Mesa,10476,spatial_centroid
TLALPAN,Toriello Guerra,6064,exact_key
TLALPAN,Torres De Padierna,2273,exact_key
TLALPAN,U.habit. Zapote 1,1409,spatial_centroid
TLALPAN,Valle De Tepepan,2695,exact_key
TLALPAN,Valle Escondido,3000,exact_key
TLALPAN,Valle Verde,876,exact_key
TLALPAN,Verano,1250,exact_key
TLALPAN,Vergel Coapa,3186,spatial_centroid
TLALPAN,Vergel De Coyoacan,2251,spatial_centroid
TLALPAN,Vergel Del Sur,2251,spatial_centroid
TLALPAN,Villa Coapa,3524,spatial_centroid
TLALPAN,Villa Lazaro Cardenas,3859,exact_key
TLALPAN,Villa Olimpica,1875,spatial_centroid
TLALPAN,Villa Tlalpan,2099,spatial_centroid
TLALPAN,Vistas Del Pedregal,2393,exact_key
TLALPAN,Viveros Coatectlan,3974,spatial_centroid
TLALPAN,Zacayucan Peña Pobre,795,spatial_centroid
VENUSTIANO CARRANZA,10 De Mayo,1792,exact_key
VENUSTIANO CARRANZA,1o De Mayo,2576,spatial_centroid
VENUSTIANO CARRANZA,20 De Noviembre,12581,exact_key
VENUSTIANO CARRANZA,24 De Abril,221,exact_key
VENUSTIANO CARRANZA,4 Arboles,6027,spatial_centroid
VENUSTIANO CARRANZA,4 Árboles,6027,spatial_centroid
VENUSTIANO CARRANZA,5to Tramo 20 De Noviembre,7548,fuzzy_94
VENUSTIANO CARRANZA,7 De Julio,1141,exact_key
VENUSTIANO CARRANZA,Aaron Saenz,433,exact_key
VENUSTIANO CARRANZA,Adolfo Lopez Mateos,7131,exact_key
VENUSTIANO CARRANZA,Aeronautica Militar,2400,exact_key
VENUSTIANO CARRANZA,Aeronáutica Militar,2400,exact_key
VENUSTIANO CARRANZA,Alvaro Obregon,3109,exact_key
VENUSTIANO CARRANZA,Ampliacion 20 De Noviembre,962,spatial_centroid
VENUSTIANO CARRANZA,Ampliacion Aviacion Civil,1986,spatial_centroid
VENUSTIANO CARRANZA,Ampliacion Caracol,4496,spatial_centroid
VENUSTIANO CARRANZA,Ampliacion Michoacana,2319,spatial_centroid
VENUSTIANO CARRANZA,Ampliacion Penitenciaria,7050,spatial_centroid
VENUSTIANO CARRANZA,Ampliacion Simon Bolivar,6384,spatial_centroid
VENUSTIANO CARRANZA,Ampliacion Venustiano Carranza,1934,spatial_centroid
VENUSTIANO CARRANZA,Aquiles Serdan,8569,exact_key
VENUSTIANO CARRANZA,Arenal 1a. Seccion,5125,spatial_centroid
VENUSTIANO CARRANZA,Arenal 2a. Seccion,2045,spatial_centroid
VENUSTIANO CARRANZA,Arenal 3a. Seccion,10857,spatial_centroid
VENUSTIANO CARRANZA,Arenal 3a Sección,10857,spatial_centroid
VENUSTIANO CARRANZA,Arenal 4a. Seccion,8675,spatial_centroid
VENUSTIANO CARRANZA,Arenal 4a Sección,8675,spatial_centroid
VENUSTIANO CARRANZA,Arenal Puerto Aereo,4781,spatial_centroid
VENUSTIANO CARRANZA,Arpto Int De La Cd De Mex-Equipamiento,8675,spatial_centroid
VENUSTIANO CARRANZA,Artes Graficas,10801,exact_key
VENUSTIANO CARRANZA,Aviacion Civil,6027,exact_key
VENUSTIANO CARRANZA,Azteca,1848,exact_key
VENUSTIANO CARRANZA,Caracol,5053,exact_key
VENUSTIANO CARRANZA,Cuchilla Pantitlan,8393,exact_key
VENUSTIANO CARRANZA,Damian Carmona,2872,exact_key
VENUSTIANO CARRANZA,Del Parque,2660,fuzzy_94
VENUSTIANO CARRANZA,Emilio Carranza,4681,exact_key
VENUSTIANO CARRANZA,Escuela De Tiro,1141,spatial_centroid
VENUSTIANO CARRANZA,Federal,10801,exact_key
VENUSTIANO CARRANZA,Felipe Angeles,2865,exact_key
VENUSTIANO CARRANZA,General Ignacio Zaragoza,11066,spatial_centroid
VENUSTIANO CARRANZA,Industrial Puerto Aereo,97,spatial_centroid
VENUSTIANO CARRANZA,Jamaica,4440,exact_key
VENUSTIANO CARRANZA,Janitzio,2459,exact_key
VENUSTIANO CARRANZA,Jardin Balbuena,11775,fuzzy_93
VENUSTIANO CARRANZA,Lorenzo Boturini,8247,exact_key
VENUSTIANO CARRANZA,Magdalena Mixiuhca,4870,spatial_centroid
VENUSTIANO CARRANZA,Merced Balbuena,4439,exact_key
VENUSTIANO CARRANZA,Michoacana,946,exact_key
VENUSTIANO CARRANZA,Miguel Hidalgo,339,exact_key
VENUSTIANO CARRANZA,Moctezuma 1a Seccion,10771,exact_key
VENUSTIANO CARRANZA,Moctezuma 2a. Seccion,12607,fuzzy_95
VENUSTIANO CARRANZA,Morelos,18824,spatial_centroid
VENUSTIANO CARRANZA,Nicolas Bravo,4237,exact_key
VENUSTIANO CARRANZA,Penitenciaria,7050,spatial_centroid
VENUSTIANO CARRANZA,Peñon De Los Baños,8675,exact_key
VENUSTIANO CARRANZA,Pensador Mexicano,5176,fuzzy_94
VENUSTIANO CARRANZA,Popular Rastro,6040,exact_key
VENUSTIANO CARRANZA,Progresista,683,exact_key
VENUSTIANO CARRANZA,Puebla,6485,exact_key
VENUSTIANO CARRANZA,Pueblo De La Magdalena Mixiuhca,6965,spatial_centroid
VENUSTIANO CARRANZA,Revolucion,6100,exact_key
VENUSTIANO CARRANZA,Romero Rubio,11394,exact_key
VENUSTIANO CARRANZA,Santa Cruz Aviacion,2306,exact_key
VENUSTIANO CARRANZA,Sevilla,1717,exact_key
VENUSTIANO CARRANZA,Simon Bolivar,6384,exact_key
VENUSTIANO CARRANZA,Tres Mosqueteros,214,exact_key
VENUSTIANO CARRANZA,Valentin Gomez Farias,5512,exact_key
VENUSTIANO CARRANZA,Valentín Gómez Farias,5512,exact_key
VENUSTIANO CARRANZA,Valle Gomez,10007,exact_key
VENUSTIANO CARRANZA,Venustiano Carranza,3150,exact_key
VENUSTIANO CARRANZA,Zona Centro,1883,spatial_centroid
XOCHIMILCO,Ampliacion Nativitas,16013,spatial_centroid
XOCHIMILCO,Ampliacion San Marcos Norte,17209,spatial_centroid
XOCHIMILCO,Ampliacion Tepepan,7367,spatial_centroid
XOCHIMILCO,Año De Juarez,18025,spatial_centroid
XOCHIMILCO,Barrio 18,6173,exact_key
XOCHIMILCO,Barrio 3 De Mayo,31758,spatial_centroid
XOCHIMILCO,Barrio Ahualapa,25353,spatial_centroid
XOCHIMILCO,Barrio Apatlaco,25353,spatial_centroid
XOCHIMILCO,Barrio Belen,1213,spatial_centroid
XOCHIMILCO,Barrio Calpulco,25353,spatial_centroid
XOCHIMILCO,Barrio Caltongo,9088,spatial_centroid
XOCHIMILCO,Barrio Calyequita,22570,spatial_centroid
XOCHIMILCO,Barrio Chapultepec,15226,spatial_centroid
XOCHIMILCO,Barrio Del Puente,25353,spatial_centroid
XOCHIMILCO,Barrio El Calvario,15226,spatial_centroid
XOCHIMILCO,Barrio El Rosario,625,spatial_centroid
XOCHIMILCO,Barrio La Asuncion,31758,spatial_centroid
XOCHIMILCO,Barrio La Asunción,31758,spatial_centroid
XOCHIMILCO,Barrio La Candelaria,31758,spatial_centroid
XOCHIMILCO,Barrio La Concepcion Tlacoapa,3141,spatial_centroid
XOCHIMILCO,Barrio La Concepción Tlacoapa,3141,spatial_centroid
XOCHIMILCO,Barrio La Gallera,25353,spatial_centroid
XOCHIMILCO,Barrio La Guadalupana,15418,spatial_centroid
XOCHIMILCO,Barrio La Guadalupita,6096,spatial_centroid
XOCHIMILCO,Barrio La Planta,25353,spatial_centroid
XOCHIMILCO,Barrio La Santisima,2245,spatial_centroid
XOCHIMILCO,Barrio La Santísima,2245,spatial_centroid
XOCHIMILCO,Barrio Las Cruces,25353,spatial_centroid
XOCHIMILCO,Barrio Las Flores,1675,spatial_centroid
XOCHIMILCO,Barrio Los Reyes,31758,spatial_centroid
XOCHIMILCO,Barrio Niños Heroes,15418,spatial_centroid
XOCHIMILCO,Barrio Pocitos,25353,spatial_centroid
XOCHIMILCO,Barrio San Andres,31758,spatial_centroid
XOCHIMILCO,Barrio San Andrés,31758,spatial_centroid
XOCHIMILCO,Barrio San Antonio,31758,spatial_centroid
XOCHIMILCO,Barrio San Cristobal,2418,spatial_centroid
XOCHIMILCO,Barrio San Diego,1521,spatial_centroid
XOCHIMILCO,Barrio San Esteban,2359,spatial_centroid
XOCHIMILCO,Barrio San Jose Pueblo San Luis Tlaxialtemalco,7932,spatial_centroid
XOCHIMILCO,Barrio San Juan,1692,spatial_centroid
XOCHIMILCO,Barrio San Juan Minas,31758,spatial_centroid
XOCHIMILCO,Barrio San Juan Moyotepec,31758,spatial_centroid
XOCHIMILCO,Barrio San Juan Pueblo San Luis Tlaxialtemalco,15418,spatial_centroid
XOCHIMILCO,Barrio San Lorenzo,4946,spatial_centroid
XOCHIMILCO,Barrio San Marcos,3796,spatial_centroid
XOCHIMILCO,Barrio San Pedro,2918,spatial_centroid
XOCHIMILCO,Barrio Santa Crucita,382,spatial_centroid
XOCHIMILCO,Barrio Tetitla,25353,spatial_centroid
XOCHIMILCO,Barrio Tetitla Del Pueblo Santa Cruz Acalpixca,25353,spatial_centroid
XOCHIMILCO,Barrio Xaltocan,10717,spatial_centroid
XOCHIMILCO,Bosque Residencial Del Sur,2911,spatial_centroid
XOCHIMILCO,Caltongo,9088,spatial_centroid
XOCHIMILCO,Cerrillos Primera Seccion,1823,spatial_centroid
XOCHIMILCO,Cerrillos Primera Sección,1823,spatial_centroid
XOCHIMILCO,Cerrillos Segunda Seccion,6395,spatial_centroid
XOCHIMILCO,Cerrillos Segunda Sección,6395,spatial_centroid
XOCHIMILCO,Cerrillos Tercera Seccion,6183,spatial_centroid
XOCHIMILCO,Cerrillos Tercera Sección,6183,spatial_centroid
XOCHIMILCO,Cristo Rey,2323,exact_key
XOCHIMILCO,Del Carmen,7932,fuzzy_94
XOCHIMILCO,El Arenal,12700,nearest_fallback
XOCHIMILCO,El Jazmin,18025,spatial_centroid
XOCHIMILCO,El Mirador,6183,spatial_centroid
XOCHIMILCO,El Sacrificio,6395,spatial_centroid
XOCHIMILCO,Guadalupita,22570,spatial_centroid
XOCHIMILCO,Huichapan,993,exact_key
XOCHIMILCO,Jardines Del Sur,5022,exact_key
XOCHIMILCO,La Cañada,699,exact_key
XOCHIMILCO,La Concha,3531,exact_key
XOCHIMILCO,La Noria,1241,exact_key
XOCHIMILCO,Las Animas,22570,spatial_centroid
XOCHIMILCO,Las Mesitas,6395,spatial_centroid
XOCHIMILCO,Las Peritas,895,exact_key
XOCHIMILCO,Lomas De Nativitas,18025,spatial_centroid
XOCHIMILCO,Lomas De Tonalco,10180,spatial_centroid
XOCHIMILCO,Los Reyes,31758,spatial_centroid
XOCHIMILCO,Nativitas,2187,exact_key
XOCHIMILCO,Paseos Del Sur,1567,exact_key
XOCHIMILCO,Potrero San Bernardino,2329,fuzzy_93
XOCHIMILCO,Pueblo Nativitas,2187,spatial_centroid
XOCHIMILCO,Pueblo San Andres Ahuayucan,15226,spatial_centroid
XOCHIMILCO,Pueblo San Francisco Tlalnepantla,8300,spatial_centroid
XOCHIMILCO,Pueblo San Gregorio Atlapulco,31758,spatial_centroid
XOCHIMILCO,Pueblo San Jose Zacatepec,17248,spatial_centroid
XOCHIMILCO,Pueblo San Lorenzo Atemoaya,10180,spatial_centroid
XOCHIMILCO,Pueblo San Lucas Xochimanca,12986,spatial_centroid
XOCHIMILCO,Pueblo San Luis Tlaxialtemalco,15418,spatial_centroid
XOCHIMILCO,Pueblo San Mateo Xalpa,12700,spatial_centroid
XOCHIMILCO,Pueblo San Salvador Cuauhtenco,16837,spatial_centroid
XOCHIMILCO,Pueblo Santa Cecilia Tepetlapa,13438,spatial_centroid
XOCHIMILCO,Pueblo Santa Cruz Acalpixca,25353,spatial_centroid
XOCHIMILCO,Pueblo Santa Cruz Xochitepec,14451,spatial_centroid
XOCHIMILCO,Pueblo Santa Maria Nativitas,18025,spatial_centroid
XOCHIMILCO,Pueblo Santa Maria Tepepan,14016,spatial_centroid
XOCHIMILCO,Pueblo Santiago Tepalcatlalpan,17248,spatial_centroid
XOCHIMILCO,Pueblo Santiago Tepalcatlalpan U H Rcda Del Sur,1616,spatial_centroid
XOCHIMILCO,Quirino Mendoza,22570,spatial_centroid
XOCHIMILCO,Rancho Tejomulco,18025,spatial_centroid
XOCHIMILCO,Rinconada Coapa,10873,spatial_centroid
XOCHIMILCO,Rosario Tlali,15226,spatial_centroid
XOCHIMILCO,San Andrés Ahuayucan,15226,spatial_centroid
XOCHIMILCO,San Bartolo El Chico,440,exact_key
XOCHIMILCO,San Felipe,22570,spatial_centroid
XOCHIMILCO,San Francisco Tlalnepantla,8300,spatial_centroid
XOCHIMILCO,San Gregorio Atlapulco,31758,spatial_centroid
XOCHIMILCO,San Isidro,22570,spatial_centroid
XOCHIMILCO,San Jeronimo,18025,spatial_centroid
XOCHIMILCO,San Juan Tepepan,3290,exact_key
XOCHIMILCO,San Lorenzo Atemoaya,10180,spatial_centroid
XOCHIMILCO,San Lorenzo La Cebada,10873,fuzzy_95
XOCHIMILCO,San Lucas Oriente,12986,spatial_centroid
XOCHIMILCO,San Lucas Xochimanca,12986,spatial_centroid
XOCHIMILCO,San Marcos Norte,17209,spatial_centroid
XOCHIMILCO,San Mateo Xalpa,12700,spatial_centroid
XOCHIMILCO,Santa  Cecilia Tepetlapa,13438,spatial_centroid
XOCHIMILCO,Santa Cecilia Tepetlapa,13438,spatial_centroid
XOCHIMILCO,Santa Cruz Chavarrieta,2393,exact_key
XOCHIMILCO,Santa Cruz De Guadalupe,6358,spatial_centroid
XOCHIMILCO,Santa Cruz Xochitepec,14451,spatial_centroid
XOCHIMILCO,Santa Ines,1936,exact_key
XOCHIMILCO,Santa María Tepepan,14016,spatial_centroid
XOCHIMILCO,Santiago Tepalcatlalpan,17248,spatial_centroid
XOCHIMILCO,Santiaguito,22570,spatial_centroid
XOCHIMILCO,Tablas De San Lorenzo,10180,spatial_centroid
XOCHIMILCO,Tepepan,7367,spatial_centroid
XOCHIMILCO,Texmic,465,spatial_centroid
XOCHIMILCO,Tierra Nueva,1804,exact_key
XOCHIMILCO,Valle De Santa Maria,10180,spatial_centroid
XOCHIMILCO,Xochipilli,18025,spatial_centroid
